,PropertyValue2014,PropertyValue2015,PropertyValue2016,PropertyValue2017,PropertyValue2018
1057,36.8776,38.1895,39.2122,40.7671,42.6842
1058,32.7208,33.8773,35.8786,37.8208,39.5954
1059,36.3537,38.2491,40.3729,43.0945,45.7619
1060,36.2103,37.8636,39.9934,42.3767,45.3349
1061,30,31.851,32.8016,34.6915,36.4408
1062,29.8672,30.9467,34.2761,35.54,37.9241
1063,172.44535,175.8908,178.5731,182.14455,24.7715
1064,21.0293,21.9277,22.7816,23.8553,25.0808
1065,21.9319,22.993,24.6929,26.406,27.586
1066,22.7332,23.30555,24.25235,25.297,26.7156
1067,17.5,18.2147,19.0816,20.3139,21.3982
1068,39.8325,41.8436,43.2298,44.9769,46.7202
1069,57.7789,62.6879,64.3761,68.7351,72.1832
1070,35.1678,36.6268,37.9657,39.728,42.2239
1071,33.8,35.311,36.4087,38.139,39.74
1072,23.569,24.7356,25.5548,26.7293,28.1491
1073,24.7614,25.9342,27.1505,28.5954,30.2319
1074,32.5832,34.3165,35.6397,38.8335,40.6552
1075,29.33305,30.6258,31.91845,33.0723,33.94515
1076,37.5184,38.7213,41.1471,42.7418,44.7571
1077,46.38485,48.07125,49.51475,52.0863,54.6484
1078,21.70725,22.8007,23.51365,24.2335,25.34685
1079,20.6638,21.88565,22.7,24.84525,26.4862
1080,25,29.1963,31.3673,33.507,35.8
1081,31.70995,36.5,37.47725,38.7389,40.41685
1082,28.3675,29.63025,30.88565,32.7112,34.2148
1083,32.9751,34.5697,36.27945,38.05625,39.72915
1084,29.1692,30.67015,32.26425,33.93995,35.72995
1085,26.4485,27.68605,28.99695,30.91085,32.4517
1086,26.4268,29.644,31.5122,33.2666,34.7502
1087,27.0908,28.4877,29.6995,31.299,33.0937
1088,24.6784,25.8265,26.7292,27.7475,29.1202
1089,26.1144,27.1504,28.3763,29.2658,30.5923
1090,44.4175,46.3993,47.3303,48.6545,50.4286
1091,37.45795,39.3421,41.05235,42.9264,44.861
1092,24.1088,25.5466,26.9148,28.1384,29.4168
1093,25.1294,26.5611,27.8,28.9515,30.49025
1094,23.7421,24.63945,25.38645,26.44175,27.564
1095,27.07535,28.7308,29.92625,31.4989,32.9315
1096,19.9838,21.3,23.0922,24.7,26.3329
1097,24.2971,25.5127,26.0172,27.3462,28.622
1098,26.55,28.2198,29.2751,30.3287,31.8259
1099,21.8817,23,24.1341,25.0114,26.3645
1100,19.3,20.1217,20.9099,21.7991,22.6985
1101,29.522,30.8318,32.2855,33.75515,35.7634
1102,16.55375,16.9439,17.2021,17.5461,19.8727
1103,34.6481,35.8705,37.9232,40.5845,42.64
1104,20.3234,21.30225,22.382,23.62145,25.09145
1105,22.33095,23.34285,24.63745,26.2607,27.82225
1106,18.4292,19.5077,20.6069,21.1315,22.3587
1107,20.0827,20.9018,21.7511,22.6985,23.7334
1108,22.36885,23.3768,24.3257,25.2864,26.73625
1109,17.7648,18.53525,19.09525,19.80935,20.65675
1110,18.7952,19.45325,20.39305,21.09255,21.96245
1111,16.7149,17.7666,18.2933,18.9428,19.7886
1112,16.4083,16.736,17.0994,17.4412,17.79
1113,16.9522,17.4799,17.8646,18.4353,19.0769
1114,70.9013,74.0994,74.566,78.5961,80.1679
1115,16.95575,17.55135,17.97705,18.44065,18.9415
1116,15.54165,16.45375,17.39865,18.087,19.27085
1117,15.6641,16.30615,16.9698,17.8738,18.7121
1118,17.24135,18.0892,18.72105,19.54565,21.0133
1119,20.2365,21.1729,21.92645,23.0303,24.33545
1120,18.9857,19.8981,20.6681,21.6451,22.6297
1121,18.6782,19.3322,20.1242,21.6448,22.44
1122,18.8481,19.381,19.9881,20.8311,21.4862
1123,18.6783,19.3813,20.17905,21.13135,22.05035
1124,17.1141,17.8032,18.4683,19.3088,20.1466
1125,16.9907,17.6318,18.5364,18.9847,19.7154
1126,19.1257,20.2029,21.054,22.0777,22.9107
1127,19.6729,21.0877,22.2554,22.9008,23.952
1128,19.4629,20.1261,20.7961,21.6015,22.262
1129,17.0353,17.596,18.3182,19.1494,19.8699
1130,16.367,17.17215,17.7972,18.52385,19.2081
1131,58.3272,56.27915,56.71035,62.6828,68.74615
1132,31.7046,33.26965,34.9768,37.04385,40.26195
1133,40.10295,41.6854,42.93425,44.37725,46.34975
1134,36.8753,38.1277,39.1498,40.8689,42.1952
1135,24.0787,25.305,26.3245,27.9523,29.1011
1136,27.0465,28.26005,29.7553,31.1,32.4
1137,32.1982,33.4537,34.589,35.912,37.4767
1138,26,26.8122,27.672,28.5579,30.44745
1139,24.64,25.1864,25.9545,27.54,29.1287
1140,41.7923,42.9462,44.0435,45.3985,46.696
1141,29.86615,31.027,32.3566,33.6807,34.855
1142,29.2234,30.0895,31.3613,32.5557,34.1737
1143,37.0854,38.9234,40.7497,42.3748,44.3584
1144,49.87495,52.06385,54.772,57.03315,60.0641
1145,36.8613,37.9735,39.7491,42.0063,43.7363
1146,28.857,30.0249,30.9741,32.5528,33.8236
1147,31.6327,33.1388,34.3052,35.5243,37.9299
1148,51.5328,53.27015,55.31395,57.3953,59.7602
1149,45.98835,49.078,50.40115,53.46045,55.3229
1150,53.0415,54.10945,55.112,56.42555,57.7298
1151,31.308,33.014,34.1315,35.093,36.614
1152,84.35735,90.55685,96.24125,102.66245,105.58455
1153,33.9407,35.1671,36.0217,37.1456,38.2391
1154,53.13015,54.61725,55.8518,58.3082,60.8614
1155,33.2498,34.3439,36,37.8048,39.9203
1156,26.50495,27.718,28.73505,29.7085,31.46165
1157,28.9452,30.0013,30.9874,32.4574,33.9784
1158,25.15105,25.866,27.37485,28.6788,30.32135
1159,27.7482,28.8357,30.2712,31.7423,33.23355
1160,23.0056,23.9116,24.8528,26.1646,27.0453
1161,22.8122,23.9848,25.209,26.4058,28.0481
1162,21.7778,22.6453,23.8984,24.8981,26.3848
1163,23.1531,23.8205,24.776,26.1534,27.1784
1164,20.9371,22.5099,23.4051,24.2816,25.2929
1165,19.4726,20.303,21.2118,22.5656,23.7929
1166,19.4679,20.2648,20.8884,22.032,22.6284
1167,20.3301,20.9367,21.5086,22.5248,23.7762
1168,19.42405,20.4493,21.26905,23.06865,24.5084
1169,19.5127,20.0344,20.9179,21.398,21.9822
1170,20.4144,21.2745,22.218,23.3426,24.6172
1171,21.04405,22.1277,22.7233,24.31355,25.8923
1172,18.8265,19.3498,19.9964,20.7794,21.7276
1173,20.1356,20.6242,21.75925,22.6235,23.48235
1174,19.4202,20.2804,20.7467,21.5366,22.2739
1175,16.7948,17.6911,18.8749,21.1159,21.5382
1176,19.4094,20.2328,20.80585,21.3553,22.20765
1177,20.0076,20.7518,21.46695,22.35665,23.59855
1178,20.26105,21.0037,21.8492,22.9415,23.8837
1179,21.832,22.63735,23.56685,24.53055,25.7057
1180,19.46345,20.12895,20.98965,21.8597,22.4886
1181,19.4935,20.732,21.2675,22.1467,23.6146
1182,20.32935,21.2953,22.0956,23.0785,24.43045
1183,21.0592,21.8391,22.52205,23.56295,24.68055
1184,19.9084,20.504,21.0481,21.6096,22.2024
1185,19.8834,20.63225,21.36945,22.08005,22.7813
1186,20.67545,21.4278,22.13685,23.0515,24.00555
1187,19.4266,20.1138,20.6678,21.7304,22.6328
1188,18.65,19.5076,20.3607,21.081,22.255
1189,19.7294,20.6139,21.421,22.4492,23.9118
1190,22.6157,23.4042,24.4595,25.5761,26.383
1191,22.598,23.3646,24.0839,24.9573,25.907
1192,23.8159,25.07145,25.6249,27.4619,29.6367
1193,23.1677,24.2504,25.3615,26.7983,28.2809
1194,21.70335,22.8877,23.8353,24.85395,25.7294
1195,23.7228,24.9359,25.9494,26.8451,28.1491
1196,23.9741,24.8573,26.2201,27.23565,28.68555
1197,21.09545,22.05705,22.7033,23.81605,24.8668
1198,23.7227,25.0436,25.9729,27.475,28.9751
1199,21.41045,22.13245,22.79295,23.78895,24.67795
1200,23.7261,24.6834,25.3515,26.2725,27.1469
1201,24.00905,25.8385,26.952,28.4355,29.8605
1202,26.045,27.716,29.01,30.3029,31.9167
1203,29.1865,30.68715,32.2886,34.05995,35.8357
1204,27.39415,28.8842,29.9849,31.49965,33.43105
1205,51.0113,53.3459,55.1149,57.6063,59.9335
1206,31.5145,32.929,34.9959,37.0018,39.8471
1207,23.4289,24.7401,26.7969,27.595,28.3198
1208,28.84585,30.15655,31.2166,32.43735,33.6898
1209,25.79505,27.2541,28.33475,29.8905,31.431
1210,26.8546,27.64945,29.0523,30.85715,32.49325
1211,24.2285,25.03,26.1321,27.853,29.2205
1212,23.4446,24.4369,24.9097,26.3548,27.4236
1213,25.3477,26.3427,27.4575,28.7543,30.3522
1214,25.1034,25.9082,26.9543,27.9244,28.856
1215,20.4477,21.5216,22.1331,22.9145,24.0863
1216,20.13195,20.9493,21.85535,22.64585,23.3359
1217,19.47,20.3626,21.2135,22.0575,22.9259
1218,20.46495,21.6191,22.4408,23.18985,24.26815
1219,18.31395,19.232,19.6691,20.27495,21.15545
1220,19.8613,20.896,21.6377,22.1837,23.3137
1221,19.959,20.7977,21.3342,22.0909,22.8567
1222,20.7705,21.5082,22.3792,23.2446,23.8231
1223,20.27935,20.9553,21.6381,22.46285,23.49305
1224,27.1422,27.76175,28.69875,29.8723,31.34585
1225,21.9321,22.5547,23.3427,24.1837,24.9573
1226,23.1463,24.0989,25.2607,26.3377,27.2033
1227,21.0928,22.0014,23.1578,24.5685,26.1672
1228,20.8719,21.736,22.66155,23.39055,24.49635
1229,20.2862,21.0504,21.5271,22.4184,23.2004
1230,20.3265,21.1066,21.7496,22.4607,23.3686
1231,21.1413,21.90415,22.50155,23.1157,24.0617
1232,21.065,21.68985,22.4993,23.36875,24.5586
1233,22.9,23.9802,24.6451,25.8252,26.9464
1234,24.0406,25.0639,25.8964,27.2039,28.149
1235,19.2889,20.2667,21.1042,22.0683,22.6884
1236,37.4728,40.5949,42.0381,43.9,46.7277
1237,28.88735,29.80445,30.5793,31.79335,32.8875
1238,24.2284,24.7824,25.8095,26.886,28.0221
1239,25.18685,26.37645,27.25175,28.2988,29.2581
1240,23.6919,24.5178,25.1603,26.2586,27.2792
1241,23.3605,24.2862,25.3288,26.2947,27.6367
1242,23.138,24.0795,24.9524,25.64465,26.64415
1243,18.37555,19.0452,19.6022,20.14115,21.0112
1244,18.2878,18.7951,19.1328,19.9194,20.8007
1245,20.2827,21.0607,21.7555,22.6296,23.1678
1246,20.1881,21.0385,21.634,22.2436,23.2799
1247,36.0617,38.7832,41.0042,44.3844,47.5337
1248,26.7524,27.7159,28.8594,30.0577,31.5175
1249,30.0222,31.22025,32.7673,34.6302,36.6778
1250,21.4255,22.2526,23.0071,23.9587,25.048
1251,24.9364,25.7606,27.017,28.468,29.8738
1252,22.3193,23.2174,24.3109,25.6635,27.023
1253,22.9326,23.7455,24.7202,25.9,26.7295
1254,31.9705,33.3107,34.7593,36.3524,38.0111
1255,21.5795,22.5275,23.38535,24.4358,25.46735
1256,38.18325,39.8056,41.11415,42.9715,44.8051
1257,25.5949,26.9634,27.8048,28.9512,30.4893
1258,36.3526,38.02955,39.56785,41.85475,43.6606
1259,25.5764,26.8015,28.4322,29.4407,30.344
1260,29.415,30.619,31.517,32.7134,33.9522
1261,29.3987,30.6154,31.5088,32.56215,34.1117
1262,41.0294,42.5223,43.4934,44.6245,45.9957
1263,39.0403,40.1197,41.7567,43.7008,45.0231
1264,28.5642,29.5741,30.6165,31.7282,32.8852
1265,34.68805,36.167,37.8,39.4952,41.0956
1266,21.07155,22.0799,23.0195,24.05325,25.2815
1267,24.03925,25.18475,25.8933,27.4138,28.68385
1268,55.0678,56.7162,58.2691,60.4274,62.3525
1269,27.1858,28.3956,28.9476,30.9412,33.1446
1270,27.46665,28.29455,29.83045,31.02575,32.39165
1271,45.7645,47.3751,48.8908,53.4612,54.7331
1272,29.4179,31.09,32.7121,34.005,35.7676
1273,25.88965,27.64735,28.2193,30.11835,31.68685
1274,32.41815,33.2553,33.94735,35.20975,36.6241
1275,16.1056,16.90075,17.46795,18.88075,19.46945
1276,23.87645,24.96135,26.0057,26.9997,28.5561
1277,30.30915,31.9637,33.0952,35.1819,36.7713
1278,21.0551,22.15975,23.12685,24.1354,25.1908
1279,19.7463,20.37355,21.09945,22.06315,23.2404
1280,82.9366,87.1456,89.1016,93.7166,99.5213
1281,33.84005,35.6514,37.3434,39.1615,41.0053
1282,35.01495,36.46475,38.1887,39.83955,42.8339
1283,60.4265,62.6878,64.9354,67.5128,71.4397
1284,38.2838,40.3886,42.3634,44.2604,46.231
1285,37.9194,40.7588,43.5662,45.2503,47.6618
1286,75,79.5943,85.1337,90.6289,95.2941
1287,57.4048,60.4333,63.0134,66.7458,71.2864
1288,42.83455,45.0028,46.9607,49.1454,51.28425
1289,39.2,41.47645,42.69505,45.265,47.9024
1290,39.9,42.3291,44.5635,46.2633,48.7564
1291,47.6222,49.27265,50.81965,52.9201,55.37295
1292,55.5285,58.689,61.9913,67.1653,71.8491
1293,51.83125,55.06625,56.9543,60.3308,63.63025
1294,29.7142,31.3313,31.9647,33.7994,35.5967
1295,31.4356,32.7413,34.3255,36.6155,38.1382
1296,27.42335,29.6282,32.99735,36.1117,38.41925
1297,31.9966,33.52605,35.24225,37.6879,40.09885
1298,24.4763,25.511,27,28.7012,30.2158
1299,20.55465,21.6113,22.3928,23.37155,24.28015
1300,28.2467,29.4463,30.8718,32.5846,34.1598
1301,30.665,32.16675,34.46575,37.12265,39.5527
1302,31.16,33,34.3473,35.8142,38.4793
1303,29.8127,31.3433,33.2695,35.0425,36.6297
1304,69.7645,74.4684,78.0156,82.6912,86.7004
1305,73.23375,77.6952,82.05545,84.78215,89.43565
1306,37.4727,39.5779,41.5712,43.8338,46.1112
1307,37.9005,40.0888,42.0709,43.8247,46.4187
1308,35.0512,36.77205,38.30685,40.8847,43.63275
1309,33.61945,35.34805,37.02175,39.55115,40.89405
1310,33.02665,34.71605,36.65315,38.19745,40.1588
1311,26.8587,28.52405,29.87385,31.197,32.5503
1312,26.1747,27.1854,29.3281,30.3909,32.106
1313,22.9105,24.1815,25.27925,26.5525,27.43055
1314,24.94975,26.20885,27.051,27.7055,28.63225
1315,23.71245,24.71405,25.58065,26.4932,27.5275
1316,24.47995,25.4431,26.74795,28.06365,28.9901
1317,26.37205,27.5234,28.2585,29.35515,30.65875
1318,23.3054,24.5979,25.9953,27.4222,29.4249
1319,20.7724,21.8575,22.2879,23.5022,24.645
1320,21.6912,22.5537,23.2345,24.97,26.4048
1321,23.428,24.169,24.7265,26.4179,28.011
1322,28.8014,30.1321,31.3415,32.3279,33.6362
1323,24.9557,26.0332,27.4836,29.2882,30.2715
1324,22.2473,23.7399,24.629,26.2343,27.2642
1325,26.5116,27.961,28.70245,29.57865,30.8232
1326,22.1828,22.879,23.7147,24.7265,26.1082
1327,27.51015,29.33265,30.0743,31.4325,33.96845
1328,25.0009,26.1274,27.1948,28.3377,29.5841
1329,25.5355,26.54895,27.8663,28.87665,30.0848
1330,25.7515,27.1622,27.775,28.6567,29.9616
1331,23.707,24.4619,24.9303,25.836,26.6148
1332,20.5464,21.0764,21.6638,22.6977,23.5024
1333,26.69035,27.9586,29.4047,30.37955,31.2721
1334,24.9357,26.3445,27.2726,28.22,29.2653
1335,35.4012,37.1839,38.3602,40.4887,41.7058
1336,29.9829,30.7584,32.8141,34.7149,36.6274
1337,26.4271,27.2616,28,28.7012,31.1972
1338,27.5888,28.6382,29.3434,30.65235,31.8516
1339,25.74725,27.45545,28.7495,30.07895,31.9162
1340,22.0493,22.825,23.5982,24.8915,26.5056
1341,25.9469,26.9301,28.1172,28.9954,30.1869
1342,15.3319,18.79775,21.64645,23.61465,25.3204
1343,28.7298,30.0507,31.2068,32.3592,33.4332
1344,20.0662,20.7798,21.5572,22.2429,23.2423
1345,22.9598,24.2753,28.2301,30.6308,32.585
1346,22.2936,23.07475,23.7652,24.6717,27.55495
1347,19.0036,19.9835,20.9411,21.7325,22.5193
1348,40.5401,42.8819,44.5315,46.9432,49.7304
1349,39.1676,40.9078,43.2902,46.3061,48.7811
1350,26.978,29.2617,30.88685,32.97635,35.6716
1351,27.7636,28.7281,29.9145,31.8205,33.1452
1352,22.9839,24.22015,25.43855,26.68225,28.4061
1353,16.8126,17.3483,19.2958,19.86235,22.38045
1354,73.36875,76.53455,80.15835,84.4886,89.92615
1355,62.9333,66.3437,69.6138,74.0046,77.5558
1356,64.408,68.3885,71.4611,75.9945,80.13
1357,84.815,88.0007,92.2839,97.5,102.9762
1358,67.7239,71.85685,75.6272,80.03715,84.45685
1359,22.7754,23.7994,25.464,26.3556,27.7881
1360,21.14835,22.50935,23.4301,24.3939,25.8316
1361,26.0495,27.6106,29.2753,30.5586,31.6757
1362,40.5358,42.3683,44.03125,46.88915,48.9604
1363,32.829,34.16185,35.51845,36.8119,38.7063
1364,29.20245,30.64525,31.19015,32.4658,33.8081
1365,23.4369,24.70615,26.48495,27.6248,28.88335
1366,24.1818,25.4893,26.7814,28.149,29.5055
1367,23.4446,24.521,26.0717,27.2671,28.365
1368,39.23205,41.43985,43.9156,45.5281,48.53875
1369,26.30045,27.5364,28.8313,30.3196,31.1585
1370,64.2904,66.5,67.6151,71.3454,75.5981
1371,25.10165,26.24895,26.99005,29.17935,30.56715
1372,25.6174,26.9524,30.1256,31.1969,33.1318
1373,24.4762,25.4477,26.2507,27.8751,29.3111
1374,30.7345,31.7143,32.6442,33.6099,35.3846
1375,41.1732,43.3645,46.8398,50.6244,52.7073
1376,26.3285,28.1721,30.0947,31.6223,32.7634
1377,37.4153,38,39.5947,41.82,44.55
1378,31.3479,33.0963,34.5884,36.1808,37.6528
1379,38.0034,40.1569,41.81885,44.024,46.08545
1380,41.4116,42.7706,44.8929,47.0688,49.8564
1381,29.8925,31.7298,32.8613,34.4834,36.1272
1382,40.7,42.2687,42.97835,45.42955,48.4351
1383,31.5944,33.5859,35.014,36.7165,38.846
1384,44.2439,46.1073,47.3198,50.5876,53.4909
1385,31.3536,34.3442,36.899,38.8176,41.4869
1386,43.3463,46.0728,48.3125,51.2276,53.668
1387,38.19215,41.1962,42.38785,44.96965,47.2096
1388,43.2673,45.1088,48.2243,50.5,52.4809
1389,33.9534,36.8753,39.2,41.163,43.0944
1390,32.8013,34.8225,36.7613,38.556,41.6609
1391,38.4778,40.29455,41.913,43.62605,45.9224
1392,30.0898,32.2,33.2872,35.2284,37.4544
1393,62.9686,66.8817,69,71.7533,74.11
1394,52.85265,55.3125,57.86065,61.2868,65.55295
1395,52.4517,53.78795,56.0031,58.90515,61.0077
1396,51.7386,55.79975,57.886,61.0988,63.8342
1397,96.1743,100.9886,106.6238,114.0911,120.2205
1398,82.6033,87.368,90.802,95.2981,99.0492
1399,42.0052,44.6019,46.63925,48.7559,51.0499
1400,33.5974,34.65565,35.9829,37.6687,39.50885
1401,35.79745,37.9883,39.6219,41.6062,43.9397
1402,36.33565,38.1696,40.0359,42.85145,44.7302
1403,34.5167,35.9374,37.2334,38.8514,41.5532
1404,40.15265,41.77055,44.18465,45.92705,48.726
1405,39.7786,42.20575,43.5582,46.4596,47.78225
1406,34.3993,35.8802,37.5427,39.3643,41.0775
1407,34.4841,36.4176,38.54415,39.85475,42.47285
1408,31.363,33.0297,34.06745,34.96095,36.077
1409,35.6441,37.8631,38.8575,40.6252,42.7487
1410,50.9881,52.99435,54.85225,57.48895,59.9326
1411,44,45.7386,47.7359,49.64,51.8559
1412,37.4725,39.9944,42.4689,45,47.5336
1413,36.75565,38.44395,40.8701,44.57795,46.57025
1414,39.67925,40.7297,42.54185,44.46695,46.12515
1415,25.8304,26.795,28.1149,29.6096,31.3658
1416,25.2422,26.4786,27.3578,28.5673,29.6216
1417,31.1117,32.2344,33.3001,35,37.1749
1418,31.7989,34.83665,35.4948,36.7739,38.6921
1419,26.8572,28.2712,29.9488,31.1431,32.4443
1420,29.7203,30.9838,31.91115,33.57745,34.5322
1421,32.118,33.2681,34.4058,35.8468,37.8207
1422,31.7634,33.1231,34.091,34.8,36.4987
1423,34.5995,35.6617,37,38.76,41.2273
1424,36.58685,37.683,38.7505,40.6907,42.37405
1425,27.6032,29.1641,30.2127,35.0425,36.9039
1426,35.9657,37.78615,39.09785,41.0297,43.11035
1427,28.7631,29.9306,30.8673,32.2504,33.5284
1428,26.181,27.1514,28.4556,29.3663,30.6142
1429,32.9387,34.1029,35.5648,36.5872,38.0762
1430,31.7811,33.3692,35.1018,36.3772,38.3192
1431,28.9948,30.2,31.5173,32.9554,34.1659
1432,30.08995,31.1945,32.30615,33.66955,35.8323
1433,30.9352,32.4131,33.92795,34.4006,35.67525
1434,28.2708,28.9284,29.6451,30.4941,32.0447
1435,33.5308,34.64675,35.50085,36.8801,38.5322
1436,28.9021,30.72255,33.3426,34.2778,36.53075
1437,30.5956,31.6836,33.1727,34.2295,36.4699
1438,39.6436,38.4466,39.2904,41.2149,42.3043
1439,31.2138,32.2204,34.3275,35.7668,37.3266
1440,27.743,28.7091,29.7309,30.731,31.9144
1441,27.6863,28.5133,29.5265,30.4715,31.7818
1442,24.94235,25.8192,27.7597,29.0873,30.2738
1443,28.3645,29.7744,30.67735,32.3727,34.0919
1444,30.0126,32.1152,33.5845,35.4434,37.4302
1445,27.5869,29.5634,30.8299,32.4573,34.2212
1446,27.5591,28.8847,29.9742,31.1847,32.9764
1447,29.99045,31.4736,33.4593,34.9,37.26225
1448,29.3713,31.8754,33.3932,34.9075,36.9341
1449,28.4643,30.1677,31.6141,32.5648,33.5064
1450,29.1847,30.4849,31.8086,34.3669,36.3524
1451,35.3412,37.4426,38.6226,40.38765,41.90535
1452,24.5494,25.4012,26.3593,28.0529,29.4366
1453,23.218,24.2,25.2071,26.7327,28.1141
1454,29.6654,31,32.4165,34.1213,35.6395
1455,28.49475,30.58365,31.2656,32.76965,33.82005
1456,23.4387,24.5071,25.4469,26.3297,27.7926
1457,16.5279,17.8341,18.5573,19.75,20.663
1458,26.3764,27.7167,29.2114,30.8715,32.9205
1459,24.1673,25.66405,26.706,28.391,30.33145
1460,23.59525,25.3763,26.1202,27.22785,28.4577
1461,24.28905,25.32035,26.34465,27.93265,29.4932
1462,48.4373,50.5134,52.6036,55.08,56.9439
1463,35.5073,37.1535,39.3337,41.3833,43.2792
1464,54.46595,57.35095,59.40965,62.0183,64.36225
1465,29.0843,30.2906,31.5117,32.7084,34
1466,19.7967,20.608,21.1876,22.0603,22.8428
1467,20.25825,20.7815,21.65915,22.2861,23.3518
1468,21.02065,22.0299,22.56435,23.3825,24.1709
1469,18.6782,19.4674,20.1101,20.7791,21.5566
1470,18.20795,19.02875,19.88225,20.9277,21.75025
1471,19.8245,20.89305,22.1619,23.35465,24.37115
1472,20.3848,21.17265,21.8333,22.64885,23.404
1473,20.95925,21.55065,21.99465,23.07045,23.6556
1474,21.2514,22.0099,22.5072,23.0957,23.8357
1475,23.4251,24.3505,25.47645,26.3358,27.26385
1476,23,24.4,25.4856,26.9242,28.3063
1477,24.928,25.9629,27.0001,28.2204,29.5809
1478,23.86275,24.802,25.75785,27.0483,28.3671
1479,29.4201,31.2262,32.7884,34.1492,36.4581
1480,30.68,31.8894,33.0164,34.4781,36.1753
1481,30.1548,31.6188,32.541,33.7209,35.8214
1482,35.79725,37.18495,39.1011,41.44145,43.2791
1483,30.2749,31.8742,34.58375,36.1688,38.2503
1484,28.71685,30.12625,31.49725,33.13065,34.7512
1485,29.32135,30.757,32.42425,33.77295,35.45005
1486,25.2315,26.5193,26.9236,28.5713,29.3286
1487,24.38795,25.36775,26.2139,27.2936,28.45215
1488,22.5101,23.9694,25.1384,26.6925,27.8973
1489,24,25.2195,26.0814,27.09515,28.1383
1490,23.1713,24.2323,25.2201,26.4389,27.5396
1491,23.2017,23.8767,24.8034,25.9004,26.9428
1492,21.9295,22.6672,23.5639,24.4648,25.5368
1493,19.7667,20.73215,21.55,22.77325,23.7146
1494,21.2579,22.3572,24.0717,24.9617,26.6016
1495,21.7389,22.5366,23.2496,24.1199,24.9632
1496,20.2869,21.0765,21.8495,22.5704,23.3509
1497,22.1947,22.9395,23.6031,24.4193,25.2103
1498,20.8973,21.6483,22.2573,23.33285,24.4158
1499,23.0017,23.7557,25.05945,25.7769,27.05065
1500,22.4812,23.5461,24.6307,26.093,27.3061
1501,22.4,23.1479,23.8967,24.7833,25.9665
1502,42.0141,45.0514,46.3205,47.759,49.4509
1503,23.1551,23.8786,24.795,25.6914,27.0475
1504,28.1183,29.3149,30.2394,31.5169,32.7471
1505,22.5598,23.692,24.9561,26.2986,27.4548
1506,22.34365,23.1868,23.80725,24.3798,25.17495
1507,22.49225,23.5905,24.14115,24.9309,26.0286
1508,20.8827,21.9277,22.5744,23.7224,24.6281
1509,23.1655,24.1518,24.9341,26.1536,27.3314
1510,23.7013,24.96585,25.91875,27.06735,28.17495
1511,23.5664,24.7381,25.7771,26.6773,28.4325
1512,23.4986,24.7608,25.7906,26.9444,28.149
1513,24.66215,25.7537,26.5828,27.8035,29.39065
1514,26.2156,27.3226,28.4,30.0578,31.6497
1515,26.8709,28.13325,29.6039,30.5417,32.48355
1516,22.5317,23.59685,24.41125,25.51265,27.15425
1517,23.3337,24.4477,25.45675,26.4625,28.56225
1518,24.5733,25.5756,26.9331,27.9471,29.7955
1519,33.1492,34.4625,35.7579,38.2713,40.5224
1520,26.2761,27.2611,28.2573,29.7844,30.9096
1521,26.1702,26.91965,27.9983,28.9773,30.46155
1522,33.8781,35.5386,36.5072,38.5902,39.9044
1523,24.38485,25.19195,26.3571,27.7735,29.00395
1524,25.06335,25.70015,26.62485,27.6038,29.30715
1525,24.5325,27.05685,28.16195,29.2682,30.73965
1526,25.95485,27.1596,28.267,29.55325,30.854
1527,26.7179,27.7497,29.0074,30.0724,31.275
1528,24.8131,25.812,26.8021,28.1318,29.709
1529,22.59165,23.5398,24.38995,25.4595,26.8995
1530,99.0311,102.7858,112.6753,115.4643,119.8516
1531,25.54575,27.18085,29.02205,30.2721,31.98585
1532,24.0962,24.9936,25.82285,26.7221,27.73865
1533,28.1045,28.9782,30.3022,31.5615,32.7496
1534,27.83225,30.232,31.3952,32.4449,34.99965
1535,23.8459,24.8096,25.8568,27.1877,28.0743
1536,25.9066,26.6923,27.0912,28.2027,29.4253
1537,22.17965,23.01745,24.0724,25.0568,26.19695
1538,24.49135,25.7166,26.3834,27.99405,29.6578
1539,24.1797,25.0114,26.1035,27.1949,28.701
1540,19.9,20.7321,21.2134,22.0576,23.1218
1541,20.6899,21.6729,22.5919,23.271,24.38335
1542,13.84215,15.29705,18.1092,19.7075,21.1354
1543,17.37615,18.2746,18.70145,19.50785,20.66135
1544,14.769,15.5171,16.52435,17.6244,18.52145
1545,14.92065,15.86515,17.08725,17.7955,18.7401
1546,18.8313,19.5148,20.184,21.1498,22.2862
1547,17.0771,18.0406,18.5852,19.4003,20.0211
1548,14.64675,15.2365,16.44265,17.53305,18.2953
1549,18.81095,19.88875,21.0373,22.44005,23.52965
1550,15.6295,16.561,17.1483,17.5712,18.6865
1551,15.7793,17.0501,17.5201,18.766,19.597
1552,18.7702,20.3271,21.2728,22.2022,23.3688
1553,17.1304,17.765,18.3166,19.0434,19.8125
1554,17.53425,18.39995,19.0659,20.2165,21.16325
1555,19.3874,20.46515,22.0106,23.06315,23.92545
1556,19.10785,19.93385,20.6604,21.50385,22.7932
1557,18.1297,19.3318,20.1234,20.9736,22.1139
1558,18.7372,19.8206,20.2009,21.7645,22.5687
1559,15.8658,16.8953,17.6671,19.1769,19.6619
1560,17.9427,18.7364,19.6896,20.8387,22.1539
1561,18.6402,19.2139,19.8616,20.8013,21.8366
1562,18.4371,18.9706,19.7884,20.5306,21.4113
1563,21.687,22.5583,23.3507,24.3506,25.3936
1564,22.11855,23.2977,24.2473,24.9643,26.4352
